ANO;LOCALIDAD_MADRE;EDAD_MADRE;SEXO;REGIMEN_SEGURIDAD;total
2010;Santa Fe;28;FEMENINO;EXCEPCION;2
2010;Santa Fe;28;FEMENINO;NO ASEGURADO;3
2010;Santa Fe;28;FEMENINO;SUBSIDIADO;10
2010;Santa Fe;28;MASCULINO;CONTRIBUTIVO;23
2010;Santa Fe;28;MASCULINO;NO ASEGURADO;5
2010;Santa Fe;28;MASCULINO;SUBSIDIADO;11
2010;Santa Fe;29;FEMENINO;CONTRIBUTIVO;14
2010;Santa Fe;29;FEMENINO;NO ASEGURADO;3
2010;Santa Fe;29;FEMENINO;SUBSIDIADO;17
2010;Santa Fe;29;MASCULINO;CONTRIBUTIVO;18
2010;Santa Fe;29;MASCULINO;EXCEPCION;1
2010;Santa Fe;29;MASCULINO;NO ASEGURADO;4
2010;Santa Fe;29;MASCULINO;SUBSIDIADO;7
2010;Santa Fe;30;FEMENINO;CONTRIBUTIVO;21
2010;Santa Fe;30;FEMENINO;EXCEPCION;3
2010;Santa Fe;30;FEMENINO;NO ASEGURADO;4
2010;Santa Fe;30;FEMENINO;SUBSIDIADO;12
2010;Santa Fe;30;MASCULINO;CONTRIBUTIVO;28
2010;Santa Fe;30;MASCULINO;NO ASEGURADO;2
2010;Santa Fe;30;MASCULINO;SIN INFORMACION;1
2010;Santa Fe;30;MASCULINO;SUBSIDIADO;9
2010;Santa Fe;31;FEMENINO;CONTRIBUTIVO;14
2010;Santa Fe;31;FEMENINO;EXCEPCION;1
2010;Santa Fe;31;FEMENINO;NO ASEGURADO;2
2010;Santa Fe;31;FEMENINO;SUBSIDIADO;9
2010;Santa Fe;31;MASCULINO;CONTRIBUTIVO;16
2010;Santa Fe;31;MASCULINO;EXCEPCION;1
2010;Santa Fe;31;MASCULINO;NO ASEGURADO;8
2010;Santa Fe;31;MASCULINO;SUBSIDIADO;11
2010;Santa Fe;32;FEMENINO;CONTRIBUTIVO;16
2010;Santa Fe;32;FEMENINO;NO ASEGURADO;2
2010;Santa Fe;32;FEMENINO;SUBSIDIADO;3
2010;Santa Fe;32;MASCULINO;CONTRIBUTIVO;15
2010;Santa Fe;32;MASCULINO;EXCEPCION;1
2010;Santa Fe;32;MASCULINO;NO ASEGURADO;3
2010;Santa Fe;32;MASCULINO;SUBSIDIADO;6
2010;Santa Fe;33;FEMENINO;CONTRIBUTIVO;16
2010;Santa Fe;33;FEMENINO;EXCEPCION;1
2010;Santa Fe;33;FEMENINO;NO ASEGURADO;1
2010;Santa Fe;33;FEMENINO;SUBSIDIADO;6
2010;Santa Fe;33;MASCULINO;CONTRIBUTIVO;13
2010;Santa Fe;33;MASCULINO;NO ASEGURADO;4
2010;Santa Fe;33;MASCULINO;SUBSIDIADO;7
2010;Santa Fe;34;FEMENINO;CONTRIBUTIVO;9
2010;Santa Fe;34;FEMENINO;NO ASEGURADO;2
2010;Santa Fe;34;FEMENINO;SUBSIDIADO;8
2010;Santa Fe;34;MASCULINO;CONTRIBUTIVO;11
2010;Santa Fe;34;MASCULINO;EXCEPCION;3
2010;Santa Fe;34;MASCULINO;NO ASEGURADO;2
2010;Santa Fe;34;MASCULINO;SUBSIDIADO;8
2010;Santa Fe;35;FEMENINO;CONTRIBUTIVO;14
2010;Santa Fe;35;FEMENINO;NO ASEGURADO;2
2010;Santa Fe;35;FEMENINO;SUBSIDIADO;4
2010;Santa Fe;35;MASCULINO;CONTRIBUTIVO;8
2010;Santa Fe;35;MASCULINO;EXCEPCION;1
2010;Santa Fe;35;MASCULINO;NO ASEGURADO;1
2010;Santa Fe;35;MASCULINO;SUBSIDIADO;5
2010;Santa Fe;36;FEMENINO;CONTRIBUTIVO;9
2010;Santa Fe;36;FEMENINO;SUBSIDIADO;2
2010;Santa Fe;36;MASCULINO;CONTRIBUTIVO;12
2010;Santa Fe;36;MASCULINO;SUBSIDIADO;2
2010;Santa Fe;37;FEMENINO;CONTRIBUTIVO;3
2010;Santa Fe;37;FEMENINO;SUBSIDIADO;6
2010;Santa Fe;37;MASCULINO;CONTRIBUTIVO;8
2010;Santa Fe;37;MASCULINO;EXCEPCION;1
2010;Santa Fe;37;MASCULINO;NO ASEGURADO;1
2010;Santa Fe;37;MASCULINO;SUBSIDIADO;6
2010;Santa Fe;38;FEMENINO;CONTRIBUTIVO;7
2010;Santa Fe;38;FEMENINO;SUBSIDIADO;2
2010;Santa Fe;38;MASCULINO;CONTRIBUTIVO;8
2010;Santa Fe;38;MASCULINO;NO ASEGURADO;1
2010;Santa Fe;38;MASCULINO;SUBSIDIADO;6
2010;Santa Fe;39;FEMENINO;CONTRIBUTIVO;2
2010;Santa Fe;39;FEMENINO;SUBSIDIADO;2
2010;Santa Fe;39;MASCULINO;CONTRIBUTIVO;4
2010;Santa Fe;39;MASCULINO;SUBSIDIADO;3
2010;Santa Fe;40;FEMENINO;CONTRIBUTIVO;2
2010;Santa Fe;40;FEMENINO;EXCEPCION;1
2010;Santa Fe;40;FEMENINO;NO ASEGURADO;2
2010;Santa Fe;40;FEMENINO;SUBSIDIADO;1
2010;Santa Fe;40;MASCULINO;CONTRIBUTIVO;5
2010;Santa Fe;40;MASCULINO;EXCEPCION;1
2010;Santa Fe;40;MASCULINO;SUBSIDIADO;2
2010;Santa Fe;41;FEMENINO;CONTRIBUTIVO;2
2010;Santa Fe;41;FEMENINO;SUBSIDIADO;1
2010;Santa Fe;41;MASCULINO;CONTRIBUTIVO;5
2010;Santa Fe;41;MASCULINO;SUBSIDIADO;2
2010;Santa Fe;42;FEMENINO;CONTRIBUTIVO;4
2010;Santa Fe;42;FEMENINO;SUBSIDIADO;2
2010;Santa Fe;42;MASCULINO;CONTRIBUTIVO;2
2010;Santa Fe;42;MASCULINO;NO ASEGURADO;1
2010;Santa Fe;42;MASCULINO;SUBSIDIADO;1
2010;Santa Fe;43;FEMENINO;CONTRIBUTIVO;1
2010;Santa Fe;43;FEMENINO;NO ASEGURADO;1
2010;Santa Fe;43;FEMENINO;SUBSIDIADO;1
2010;Santa Fe;43;MASCULINO;CONTRIBUTIVO;3
2010;Santa Fe;43;MASCULINO;SUBSIDIADO;1
2010;Santa Fe;44;FEMENINO;SUBSIDIADO;1
2010;Santa Fe;44;MASCULINO;CONTRIBUTIVO;1
2010;Santa Fe;45;FEMENINO;CONTRIBUTIVO;1
2010;Santa Fe;45;MASCULINO;CONTRIBUTIVO;1
2010;Sin Información;;FEMENINO;SIN INFORMACION;1
2010;Sin Información;13;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;14;FEMENINO;NO ASEGURADO;1
2010;Sin Información;14;FEMENINO;SUBSIDIADO;1
2010;Sin Información;15;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;15;FEMENINO;NO ASEGURADO;3
2010;Sin Información;15;FEMENINO;SUBSIDIADO;8
2010;Sin Información;15;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;15;MASCULINO;NO ASEGURADO;4
2010;Sin Información;15;MASCULINO;SUBSIDIADO;9
2010;Sin Información;16;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;16;FEMENINO;NO ASEGURADO;4
2010;Sin Información;16;FEMENINO;SUBSIDIADO;7
2010;Sin Información;16;MASCULINO;NO ASEGURADO;3
2010;Sin Información;16;MASCULINO;SUBSIDIADO;9
2010;Sin Información;17;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;17;FEMENINO;NO ASEGURADO;3
2010;Sin Información;17;FEMENINO;SUBSIDIADO;15
2010;Sin Información;17;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;17;MASCULINO;NO ASEGURADO;8
2010;Sin Información;17;MASCULINO;SUBSIDIADO;6
2010;Sin Información;18;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;18;FEMENINO;EXCEPCION;1
2010;Sin Información;18;FEMENINO;NO ASEGURADO;6
2010;Sin Información;18;FEMENINO;SUBSIDIADO;8
2010;Sin Información;18;MASCULINO;CONTRIBUTIVO;6
2010;Sin Información;18;MASCULINO;NO ASEGURADO;7
2010;Sin Información;18;MASCULINO;SUBSIDIADO;16
2010;Sin Información;19;FEMENINO;CONTRIBUTIVO;6
2010;Sin Información;19;FEMENINO;NO ASEGURADO;7
2010;Sin Información;19;FEMENINO;SUBSIDIADO;15
2010;Sin Información;19;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;19;MASCULINO;NO ASEGURADO;7
2010;Sin Información;19;MASCULINO;SUBSIDIADO;11
2010;Sin Información;20;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;20;FEMENINO;NO ASEGURADO;4
2010;Sin Información;20;FEMENINO;SUBSIDIADO;12
2010;Sin Información;20;MASCULINO;CONTRIBUTIVO;5
2010;Sin Información;20;MASCULINO;NO ASEGURADO;9
2010;Sin Información;20;MASCULINO;SUBSIDIADO;8
2010;Sin Información;21;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;21;FEMENINO;NO ASEGURADO;2
2010;Sin Información;21;FEMENINO;SUBSIDIADO;11
2010;Sin Información;21;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;21;MASCULINO;NO ASEGURADO;7
2010;Sin Información;21;MASCULINO;SUBSIDIADO;13
2010;Sin Información;22;FEMENINO;CONTRIBUTIVO;5
2010;Sin Información;22;FEMENINO;NO ASEGURADO;6
2010;Sin Información;22;FEMENINO;SUBSIDIADO;6
2010;Sin Información;22;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;22;MASCULINO;NO ASEGURADO;3
2010;Sin Información;22;MASCULINO;SUBSIDIADO;7
2010;Sin Información;23;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;23;FEMENINO;EXCEPCION;1
2010;Sin Información;23;FEMENINO;NO ASEGURADO;4
2010;Sin Información;23;FEMENINO;SUBSIDIADO;5
2010;Sin Información;23;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;23;MASCULINO;NO ASEGURADO;4
2010;Sin Información;23;MASCULINO;SUBSIDIADO;9
2010;Sin Información;24;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;24;FEMENINO;NO ASEGURADO;3
2010;Sin Información;24;FEMENINO;SUBSIDIADO;4
2010;Sin Información;24;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;24;MASCULINO;NO ASEGURADO;4
2010;Sin Información;24;MASCULINO;SUBSIDIADO;10
2010;Sin Información;25;FEMENINO;CONTRIBUTIVO;5
2010;Sin Información;25;FEMENINO;NO ASEGURADO;3
2010;Sin Información;25;FEMENINO;SUBSIDIADO;8
2010;Sin Información;25;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;25;MASCULINO;EXCEPCION;1
2010;Sin Información;25;MASCULINO;NO ASEGURADO;1
2010;Sin Información;25;MASCULINO;SUBSIDIADO;2
2010;Sin Información;26;FEMENINO;CONTRIBUTIVO;5
2010;Sin Información;26;FEMENINO;NO ASEGURADO;3
2010;Sin Información;26;FEMENINO;SUBSIDIADO;9
2010;Sin Información;26;MASCULINO;CONTRIBUTIVO;8
2010;Sin Información;26;MASCULINO;NO ASEGURADO;1
2010;Sin Información;26;MASCULINO;SUBSIDIADO;5
2010;Sin Información;27;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;27;FEMENINO;NO ASEGURADO;3
2010;Sin Información;27;FEMENINO;SUBSIDIADO;2
2010;Sin Información;27;MASCULINO;CONTRIBUTIVO;5
2010;Sin Información;27;MASCULINO;NO ASEGURADO;3
2010;Sin Información;27;MASCULINO;SUBSIDIADO;6
2010;Sin Información;28;FEMENINO;CONTRIBUTIVO;8
2010;Sin Información;28;FEMENINO;NO ASEGURADO;2
2010;Sin Información;28;FEMENINO;SUBSIDIADO;6
2010;Sin Información;28;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;28;MASCULINO;NO ASEGURADO;2
2010;Sin Información;28;MASCULINO;SUBSIDIADO;8
2010;Sin Información;29;FEMENINO;CONTRIBUTIVO;7
2010;Sin Información;29;FEMENINO;NO ASEGURADO;2
2010;Sin Información;29;FEMENINO;SUBSIDIADO;8
2010;Sin Información;29;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;29;MASCULINO;SUBSIDIADO;8
2010;Sin Información;30;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;30;FEMENINO;SUBSIDIADO;3
2010;Sin Información;30;MASCULINO;CONTRIBUTIVO;6
2010;Sin Información;30;MASCULINO;NO ASEGURADO;2
2010;Sin Información;30;MASCULINO;SUBSIDIADO;5
2010;Sin Información;31;FEMENINO;CONTRIBUTIVO;6
2010;Sin Información;31;FEMENINO;NO ASEGURADO;1
2010;Sin Información;31;FEMENINO;SUBSIDIADO;3
2010;Sin Información;31;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;31;MASCULINO;NO ASEGURADO;1
2010;Sin Información;32;FEMENINO;CONTRIBUTIVO;3
2010;Sin Información;32;FEMENINO;NO ASEGURADO;2
2010;Sin Información;32;FEMENINO;SUBSIDIADO;2
2010;Sin Información;32;MASCULINO;CONTRIBUTIVO;3
2010;Sin Información;32;MASCULINO;NO ASEGURADO;2
2010;Sin Información;32;MASCULINO;SUBSIDIADO;3
2010;Sin Información;33;FEMENINO;CONTRIBUTIVO;3
2010;Sin Información;33;FEMENINO;NO ASEGURADO;1
2010;Sin Información;33;FEMENINO;SUBSIDIADO;4
2010;Sin Información;33;MASCULINO;CONTRIBUTIVO;4
2010;Sin Información;33;MASCULINO;SUBSIDIADO;4
2010;Sin Información;34;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;34;FEMENINO;NO ASEGURADO;1
2010;Sin Información;34;FEMENINO;SUBSIDIADO;4
2010;Sin Información;34;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;34;MASCULINO;EXCEPCION;1
2010;Sin Información;34;MASCULINO;SUBSIDIADO;1
2010;Sin Información;35;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;35;FEMENINO;SUBSIDIADO;4
2010;Sin Información;35;MASCULINO;CONTRIBUTIVO;3
2010;Sin Información;35;MASCULINO;NO ASEGURADO;2
2010;Sin Información;35;MASCULINO;SUBSIDIADO;2
2010;Sin Información;36;FEMENINO;CONTRIBUTIVO;4
2010;Sin Información;36;FEMENINO;SUBSIDIADO;2
2010;Sin Información;36;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;36;MASCULINO;EXCEPCION;1
2010;Sin Información;36;MASCULINO;NO ASEGURADO;1
2010;Sin Información;36;MASCULINO;SUBSIDIADO;1
2010;Sin Información;37;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;37;FEMENINO;NO ASEGURADO;1
2010;Sin Información;37;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;37;MASCULINO;NO ASEGURADO;1
2010;Sin Información;37;MASCULINO;SUBSIDIADO;1
2010;Sin Información;38;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;38;FEMENINO;NO ASEGURADO;1
2010;Sin Información;38;FEMENINO;SUBSIDIADO;3
2010;Sin Información;38;MASCULINO;CONTRIBUTIVO;3
2010;Sin Información;38;MASCULINO;NO ASEGURADO;1
2010;Sin Información;38;MASCULINO;SUBSIDIADO;1
2010;Sin Información;39;FEMENINO;CONTRIBUTIVO;2
2010;Sin Información;39;FEMENINO;SUBSIDIADO;2
2010;Sin Información;39;MASCULINO;CONTRIBUTIVO;3
2010;Sin Información;39;MASCULINO;NO ASEGURADO;1
2010;Sin Información;39;MASCULINO;SUBSIDIADO;1
2010;Sin Información;40;FEMENINO;NO ASEGURADO;1
2010;Sin Información;40;FEMENINO;SUBSIDIADO;1
2010;Sin Información;40;MASCULINO;CONTRIBUTIVO;2
2010;Sin Información;40;MASCULINO;SUBSIDIADO;2
2010;Sin Información;41;FEMENINO;CONTRIBUTIVO;1
2010;Sin Información;41;FEMENINO;NO ASEGURADO;1
2010;Sin Información;41;FEMENINO;SUBSIDIADO;4
2010;Sin Información;42;MASCULINO;SUBSIDIADO;1
2010;Sin Información;43;MASCULINO;SUBSIDIADO;1
2010;Sin Información;44;FEMENINO;NO ASEGURADO;1
2010;Sin Información;44;FEMENINO;SUBSIDIADO;1
2010;Sin Información;54;FEMENINO;CONTRIBUTIVO;1
2010;Suba;;FEMENINO;NO ASEGURADO;1
2010;Suba;;MASCULINO;CONTRIBUTIVO;1
2010;Suba;13;FEMENINO;CONTRIBUTIVO;4
2010;Suba;13;MASCULINO;CONTRIBUTIVO;2
2010;Suba;13;MASCULINO;NO ASEGURADO;1
2010;Suba;13;MASCULINO;SUBSIDIADO;2
2010;Suba;14;FEMENINO;CONTRIBUTIVO;10
2010;Suba;14;FEMENINO;NO ASEGURADO;4
2010;Suba;14;FEMENINO;SUBSIDIADO;6
2010;Suba;14;MASCULINO;CONTRIBUTIVO;12
2010;Suba;14;MASCULINO;NO ASEGURADO;7
2010;Suba;14;MASCULINO;SUBSIDIADO;4
2010;Suba;15;FEMENINO;CONTRIBUTIVO;29
2010;Suba;15;FEMENINO;NO ASEGURADO;23
2010;Suba;15;FEMENINO;SUBSIDIADO;13
2010;Suba;15;MASCULINO;CONTRIBUTIVO;39
2010;Suba;15;MASCULINO;EXCEPCION;3
2010;Suba;15;MASCULINO;NO ASEGURADO;11
2010;Suba;15;MASCULINO;SUBSIDIADO;11
2010;Suba;16;FEMENINO;CONTRIBUTIVO;73
2010;Suba;16;FEMENINO;ESPECIAL;1
2010;Suba;16;FEMENINO;EXCEPCION;2
2010;Suba;16;FEMENINO;NO ASEGURADO;29
2010;Suba;16;FEMENINO;SUBSIDIADO;26
2010;Suba;16;MASCULINO;CONTRIBUTIVO;75
2010;Suba;16;MASCULINO;EXCEPCION;3
2010;Suba;16;MASCULINO;NO ASEGURADO;29
2010;Suba;16;MASCULINO;SUBSIDIADO;24
2010;Suba;17;FEMENINO;CONTRIBUTIVO;117
2010;Suba;17;FEMENINO;EXCEPCION;7
2010;Suba;17;FEMENINO;NO ASEGURADO;64
2010;Suba;17;FEMENINO;SUBSIDIADO;31
2010;Suba;17;MASCULINO;CONTRIBUTIVO;126
2010;Suba;17;MASCULINO;EXCEPCION;4
2010;Suba;17;MASCULINO;NO ASEGURADO;71
2010;Suba;17;MASCULINO;SUBSIDIADO;40
2010;Suba;18;FEMENINO;CONTRIBUTIVO;118
2010;Suba;18;FEMENINO;ESPECIAL;1
2010;Suba;18;FEMENINO;EXCEPCION;5
2010;Suba;18;FEMENINO;NO ASEGURADO;69
2010;Suba;18;FEMENINO;SUBSIDIADO;38
2010;Suba;18;MASCULINO;CONTRIBUTIVO;119
2010;Suba;18;MASCULINO;EXCEPCION;3
2010;Suba;18;MASCULINO;NO ASEGURADO;85
2010;Suba;18;MASCULINO;SUBSIDIADO;51
2010;Suba;19;FEMENINO;CONTRIBUTIVO;143
2010;Suba;19;FEMENINO;EXCEPCION;5
2010;Suba;19;FEMENINO;NO ASEGURADO;91
2010;Suba;19;FEMENINO;SUBSIDIADO;61
2010;Suba;19;MASCULINO;CONTRIBUTIVO;179
2010;Suba;19;MASCULINO;EXCEPCION;10
2010;Suba;19;MASCULINO;NO ASEGURADO;94
2010;Suba;19;MASCULINO;SIN INFORMACION;1
2010;Suba;19;MASCULINO;SUBSIDIADO;51
2010;Suba;20;FEMENINO;CONTRIBUTIVO;197
2010;Suba;20;FEMENINO;EXCEPCION;5
2010;Suba;20;FEMENINO;NO ASEGURADO;91
2010;Suba;20;FEMENINO;SUBSIDIADO;56
2010;Suba;20;MASCULINO;CONTRIBUTIVO;194
2010;Suba;20;MASCULINO;EXCEPCION;10
2010;Suba;20;MASCULINO;NO ASEGURADO;111
2010;Suba;20;MASCULINO;SUBSIDIADO;51
2010;Suba;21;FEMENINO;CONTRIBUTIVO;204
2010;Suba;21;FEMENINO;ESPECIAL;1
2010;Suba;21;FEMENINO;EXCEPCION;12
2010;Suba;21;FEMENINO;NO ASEGURADO;86
2010;Suba;21;FEMENINO;SUBSIDIADO;54
2010;Suba;21;MASCULINO;CONTRIBUTIVO;214
2010;Suba;21;MASCULINO;ESPECIAL;2
2010;Suba;21;MASCULINO;EXCEPCION;16
2010;Suba;21;MASCULINO;NO ASEGURADO;94
2010;Suba;21;MASCULINO;SUBSIDIADO;54
2010;Suba;22;FEMENINO;CONTRIBUTIVO;212
2010;Suba;22;FEMENINO;EXCEPCION;8
2010;Suba;22;FEMENINO;NO ASEGURADO;79
2010;Suba;22;FEMENINO;SUBSIDIADO;45
2010;Suba;22;MASCULINO;CONTRIBUTIVO;242
2010;Suba;22;MASCULINO;EXCEPCION;10
2010;Suba;22;MASCULINO;NO ASEGURADO;84
2010;Suba;22;MASCULINO;SUBSIDIADO;46
2010;Suba;23;FEMENINO;CONTRIBUTIVO;250
2010;Suba;23;FEMENINO;EXCEPCION;11
2010;Suba;23;FEMENINO;NO ASEGURADO;85
2010;Suba;23;FEMENINO;SUBSIDIADO;35
2010;Suba;23;MASCULINO;CONTRIBUTIVO;263
2010;Suba;23;MASCULINO;EXCEPCION;9
2010;Suba;23;MASCULINO;NO ASEGURADO;49
2010;Suba;23;MASCULINO;SUBSIDIADO;49
2010;Suba;24;FEMENINO;CONTRIBUTIVO;265
2010;Suba;24;FEMENINO;EXCEPCION;2
2010;Suba;24;FEMENINO;NO ASEGURADO;42
2010;Suba;24;FEMENINO;SUBSIDIADO;36
2010;Suba;24;MASCULINO;CONTRIBUTIVO;229
2010;Suba;24;MASCULINO;EXCEPCION;8
2010;Suba;24;MASCULINO;NO ASEGURADO;74
2010;Suba;24;MASCULINO;SUBSIDIADO;25
2010;Suba;25;FEMENINO;CONTRIBUTIVO;244
2010;Suba;25;FEMENINO;EXCEPCION;7
2010;Suba;25;FEMENINO;NO ASEGURADO;61
2010;Suba;25;FEMENINO;SIN INFORMACION;1
2010;Suba;25;FEMENINO;SUBSIDIADO;20
2010;Suba;25;MASCULINO;CONTRIBUTIVO;287
2010;Suba;25;MASCULINO;EXCEPCION;10
2010;Suba;25;MASCULINO;NO ASEGURADO;59
2010;Suba;25;MASCULINO;SUBSIDIADO;34
2010;Suba;26;FEMENINO;CONTRIBUTIVO;275
2010;Suba;26;FEMENINO;EXCEPCION;13
2010;Suba;26;FEMENINO;NO ASEGURADO;38
2010;Suba;26;FEMENINO;SUBSIDIADO;28
2010;Suba;26;MASCULINO;CONTRIBUTIVO;282
2010;Suba;26;MASCULINO;EXCEPCION;12
2010;Suba;26;MASCULINO;NO ASEGURADO;60
2010;Suba;26;MASCULINO;SUBSIDIADO;37
2010;Suba;27;FEMENINO;CONTRIBUTIVO;313
2010;Suba;27;FEMENINO;ESPECIAL;1
2010;Suba;27;FEMENINO;EXCEPCION;15
2010;Suba;27;FEMENINO;NO ASEGURADO;47
2010;Suba;27;FEMENINO;SIN INFORMACION;1
2010;Suba;27;FEMENINO;SUBSIDIADO;27
2010;Suba;27;MASCULINO;CONTRIBUTIVO;289
2010;Suba;27;MASCULINO;EXCEPCION;10
2010;Suba;27;MASCULINO;NO ASEGURADO;41
2010;Suba;27;MASCULINO;SUBSIDIADO;23
2010;Suba;28;FEMENINO;CONTRIBUTIVO;297
2010;Suba;28;FEMENINO;EXCEPCION;12
2010;Suba;28;FEMENINO;NO ASEGURADO;39
2010;Suba;28;FEMENINO;SUBSIDIADO;25
2010;Suba;28;MASCULINO;CONTRIBUTIVO;296
2010;Suba;28;MASCULINO;ESPECIAL;1
2010;Suba;28;MASCULINO;EXCEPCION;10
2010;Suba;28;MASCULINO;NO ASEGURADO;44
2010;Suba;28;MASCULINO;SUBSIDIADO;27
2010;Suba;29;FEMENINO;CONTRIBUTIVO;317
2010;Suba;29;FEMENINO;EXCEPCION;13
2010;Suba;29;FEMENINO;NO ASEGURADO;31
2010;Suba;29;FEMENINO;SUBSIDIADO;20
2010;Suba;29;MASCULINO;CONTRIBUTIVO;320
2010;Suba;29;MASCULINO;EXCEPCION;17
2010;Suba;29;MASCULINO;NO ASEGURADO;28
2010;Suba;29;MASCULINO;SUBSIDIADO;24
2010;Suba;30;FEMENINO;CONTRIBUTIVO;272
2010;Suba;30;FEMENINO;EXCEPCION;12
2010;Suba;30;FEMENINO;NO ASEGURADO;28
2010;Suba;30;FEMENINO;SUBSIDIADO;18
2010;Suba;30;MASCULINO;CONTRIBUTIVO;333
2010;Suba;30;MASCULINO;EXCEPCION;16
2010;Suba;30;MASCULINO;NO ASEGURADO;26
2010;Suba;30;MASCULINO;SUBSIDIADO;23
2010;Suba;31;FEMENINO;CONTRIBUTIVO;282
2010;Suba;31;FEMENINO;EXCEPCION;6
2010;Suba;31;FEMENINO;NO ASEGURADO;21
2010;Suba;31;FEMENINO;SUBSIDIADO;21
2010;Suba;31;MASCULINO;CONTRIBUTIVO;302
2010;Suba;31;MASCULINO;ESPECIAL;1
2010;Suba;31;MASCULINO;EXCEPCION;10
2010;Suba;31;MASCULINO;NO ASEGURADO;29
2010;Suba;31;MASCULINO;SUBSIDIADO;19
2010;Suba;32;FEMENINO;CONTRIBUTIVO;263
2010;Suba;32;FEMENINO;ESPECIAL;2
2010;Suba;32;FEMENINO;EXCEPCION;8
2010;Suba;32;FEMENINO;NO ASEGURADO;22
2010;Suba;32;FEMENINO;SUBSIDIADO;16
2010;Suba;32;MASCULINO;CONTRIBUTIVO;249
2010;Suba;32;MASCULINO;ESPECIAL;1
2010;Suba;32;MASCULINO;EXCEPCION;12
2010;Suba;32;MASCULINO;NO ASEGURADO;20
2010;Suba;32;MASCULINO;SUBSIDIADO;20
2010;Suba;33;FEMENINO;CONTRIBUTIVO;221
2010;Suba;33;FEMENINO;EXCEPCION;7
2010;Suba;33;FEMENINO;NO ASEGURADO;19
2010;Suba;33;FEMENINO;SUBSIDIADO;19
2010;Suba;33;MASCULINO;CONTRIBUTIVO;254
2010;Suba;33;MASCULINO;EXCEPCION;8
2010;Suba;33;MASCULINO;NO ASEGURADO;19
2010;Suba;33;MASCULINO;SUBSIDIADO;17
2010;Suba;34;FEMENINO;CONTRIBUTIVO;219
2010;Suba;34;FEMENINO;ESPECIAL;1
2010;Suba;34;FEMENINO;EXCEPCION;3
2010;Suba;34;FEMENINO;NO ASEGURADO;23
2010;Suba;34;FEMENINO;SUBSIDIADO;7
2010;Suba;34;MASCULINO;CONTRIBUTIVO;220
2010;Suba;34;MASCULINO;EXCEPCION;2
2010;Suba;34;MASCULINO;NO ASEGURADO;13
2010;Suba;34;MASCULINO;SUBSIDIADO;15
2010;Suba;35;FEMENINO;CONTRIBUTIVO;173
2010;Suba;35;FEMENINO;ESPECIAL;1
2010;Suba;35;FEMENINO;EXCEPCION;7
2010;Suba;35;FEMENINO;NO ASEGURADO;17
2010;Suba;35;FEMENINO;SUBSIDIADO;11
2010;Suba;35;MASCULINO;CONTRIBUTIVO;197
2010;Suba;35;MASCULINO;ESPECIAL;1
2010;Suba;35;MASCULINO;EXCEPCION;10
2010;Suba;35;MASCULINO;NO ASEGURADO;19
2010;Suba;35;MASCULINO;SUBSIDIADO;15
2010;Suba;36;FEMENINO;CONTRIBUTIVO;165
2010;Suba;36;FEMENINO;ESPECIAL;2
2010;Suba;36;FEMENINO;EXCEPCION;4
2010;Suba;36;FEMENINO;NO ASEGURADO;9
2010;Suba;36;FEMENINO;SUBSIDIADO;10
2010;Suba;36;MASCULINO;CONTRIBUTIVO;172
2010;Suba;36;MASCULINO;EXCEPCION;9
2010;Suba;36;MASCULINO;NO ASEGURADO;19
2010;Suba;36;MASCULINO;SIN INFORMACION;1
2010;Suba;36;MASCULINO;SUBSIDIADO;8
2010;Suba;37;FEMENINO;CONTRIBUTIVO;126
2010;Suba;37;FEMENINO;EXCEPCION;3
2010;Suba;37;FEMENINO;NO ASEGURADO;12
2010;Suba;37;FEMENINO;SIN INFORMACION;1
2010;Suba;37;FEMENINO;SUBSIDIADO;11
