ANO;LOCALIDAD_MADRE;EDAD_MADRE;SEXO;REGIMEN_SEGURIDAD;total
2015;Puente Aranda;37;MASCULINO;NO ASEGURADO;1
2015;Puente Aranda;37;MASCULINO;SUBSIDIADO;1
2015;Puente Aranda;38;FEMENINO;CONTRIBUTIVO;27
2015;Puente Aranda;38;FEMENINO;EXCEPCION;1
2015;Puente Aranda;38;FEMENINO;SUBSIDIADO;4
2015;Puente Aranda;38;MASCULINO;CONTRIBUTIVO;34
2015;Puente Aranda;38;MASCULINO;NO ASEGURADO;1
2015;Puente Aranda;38;MASCULINO;SUBSIDIADO;3
2015;Puente Aranda;39;FEMENINO;CONTRIBUTIVO;23
2015;Puente Aranda;39;FEMENINO;SUBSIDIADO;4
2015;Puente Aranda;39;MASCULINO;CONTRIBUTIVO;24
2015;Puente Aranda;39;MASCULINO;EXCEPCION;4
2015;Puente Aranda;39;MASCULINO;SUBSIDIADO;2
2015;Puente Aranda;40;FEMENINO;CONTRIBUTIVO;9
2015;Puente Aranda;40;MASCULINO;CONTRIBUTIVO;11
2015;Puente Aranda;40;MASCULINO;NO ASEGURADO;1
2015;Puente Aranda;40;MASCULINO;SUBSIDIADO;1
2015;Puente Aranda;41;FEMENINO;CONTRIBUTIVO;9
2015;Puente Aranda;41;FEMENINO;EXCEPCION;2
2015;Puente Aranda;41;MASCULINO;CONTRIBUTIVO;11
2015;Puente Aranda;42;FEMENINO;CONTRIBUTIVO;6
2015;Puente Aranda;42;FEMENINO;SUBSIDIADO;1
2015;Puente Aranda;42;MASCULINO;CONTRIBUTIVO;11
2015;Puente Aranda;42;MASCULINO;NO ASEGURADO;1
2015;Puente Aranda;43;FEMENINO;CONTRIBUTIVO;7
2015;Puente Aranda;43;MASCULINO;CONTRIBUTIVO;4
2015;Puente Aranda;43;MASCULINO;SUBSIDIADO;1
2015;Puente Aranda;44;FEMENINO;CONTRIBUTIVO;1
2015;Puente Aranda;44;MASCULINO;CONTRIBUTIVO;1
2015;Puente Aranda;44;MASCULINO;SUBSIDIADO;2
2015;Puente Aranda;45;FEMENINO;CONTRIBUTIVO;1
2015;Puente Aranda;45;MASCULINO;CONTRIBUTIVO;1
2015;Puente Aranda;46;FEMENINO;CONTRIBUTIVO;2
2015;Puente Aranda;46;MASCULINO;CONTRIBUTIVO;1
2015;Puente Aranda;49;MASCULINO;CONTRIBUTIVO;4
2015;Puente Aranda;52;MASCULINO;CONTRIBUTIVO;1
2015;Puente Aranda;53;FEMENINO;CONTRIBUTIVO;2
2015;Puente Aranda;53;MASCULINO;CONTRIBUTIVO;1
2015;Rafael Uribe Uribe;13;FEMENINO;CONTRIBUTIVO;3
2015;Rafael Uribe Uribe;14;FEMENINO;CONTRIBUTIVO;8
2015;Rafael Uribe Uribe;14;FEMENINO;SUBSIDIADO;3
2015;Rafael Uribe Uribe;14;MASCULINO;CONTRIBUTIVO;3
2015;Rafael Uribe Uribe;14;MASCULINO;SUBSIDIADO;6
2015;Rafael Uribe Uribe;15;FEMENINO;CONTRIBUTIVO;18
2015;Rafael Uribe Uribe;15;FEMENINO;SUBSIDIADO;10
2015;Rafael Uribe Uribe;15;MASCULINO;CONTRIBUTIVO;22
2015;Rafael Uribe Uribe;15;MASCULINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;15;MASCULINO;SUBSIDIADO;19
2015;Rafael Uribe Uribe;16;FEMENINO;CONTRIBUTIVO;38
2015;Rafael Uribe Uribe;16;FEMENINO;EXCEPCION;3
2015;Rafael Uribe Uribe;16;FEMENINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;16;FEMENINO;SUBSIDIADO;31
2015;Rafael Uribe Uribe;16;MASCULINO;CONTRIBUTIVO;36
2015;Rafael Uribe Uribe;16;MASCULINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;16;MASCULINO;SUBSIDIADO;34
2015;Rafael Uribe Uribe;17;FEMENINO;CONTRIBUTIVO;46
2015;Rafael Uribe Uribe;17;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;17;FEMENINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;17;FEMENINO;SUBSIDIADO;40
2015;Rafael Uribe Uribe;17;MASCULINO;CONTRIBUTIVO;39
2015;Rafael Uribe Uribe;17;MASCULINO;NO ASEGURADO;9
2015;Rafael Uribe Uribe;17;MASCULINO;SUBSIDIADO;62
2015;Rafael Uribe Uribe;18;FEMENINO;CONTRIBUTIVO;77
2015;Rafael Uribe Uribe;18;FEMENINO;EXCEPCION;6
2015;Rafael Uribe Uribe;18;FEMENINO;NO ASEGURADO;5
2015;Rafael Uribe Uribe;18;FEMENINO;SUBSIDIADO;65
2015;Rafael Uribe Uribe;18;MASCULINO;CONTRIBUTIVO;56
2015;Rafael Uribe Uribe;18;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;18;MASCULINO;NO ASEGURADO;13
2015;Rafael Uribe Uribe;18;MASCULINO;SUBSIDIADO;65
2015;Rafael Uribe Uribe;19;FEMENINO;CONTRIBUTIVO;77
2015;Rafael Uribe Uribe;19;FEMENINO;EXCEPCION;1
2015;Rafael Uribe Uribe;19;FEMENINO;NO ASEGURADO;18
2015;Rafael Uribe Uribe;19;FEMENINO;SUBSIDIADO;54
2015;Rafael Uribe Uribe;19;MASCULINO;CONTRIBUTIVO;92
2015;Rafael Uribe Uribe;19;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;19;MASCULINO;NO ASEGURADO;11
2015;Rafael Uribe Uribe;19;MASCULINO;SUBSIDIADO;67
2015;Rafael Uribe Uribe;20;FEMENINO;CONTRIBUTIVO;88
2015;Rafael Uribe Uribe;20;FEMENINO;NO ASEGURADO;15
2015;Rafael Uribe Uribe;20;FEMENINO;SUBSIDIADO;45
2015;Rafael Uribe Uribe;20;MASCULINO;CONTRIBUTIVO;86
2015;Rafael Uribe Uribe;20;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;20;MASCULINO;NO ASEGURADO;13
2015;Rafael Uribe Uribe;20;MASCULINO;SUBSIDIADO;73
2015;Rafael Uribe Uribe;21;FEMENINO;CONTRIBUTIVO;111
2015;Rafael Uribe Uribe;21;FEMENINO;EXCEPCION;1
2015;Rafael Uribe Uribe;21;FEMENINO;NO ASEGURADO;9
2015;Rafael Uribe Uribe;21;FEMENINO;SUBSIDIADO;59
2015;Rafael Uribe Uribe;21;MASCULINO;CONTRIBUTIVO;94
2015;Rafael Uribe Uribe;21;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;21;MASCULINO;NO ASEGURADO;15
2015;Rafael Uribe Uribe;21;MASCULINO;SUBSIDIADO;54
2015;Rafael Uribe Uribe;22;FEMENINO;CONTRIBUTIVO;111
2015;Rafael Uribe Uribe;22;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;22;FEMENINO;NO ASEGURADO;8
2015;Rafael Uribe Uribe;22;FEMENINO;SUBSIDIADO;51
2015;Rafael Uribe Uribe;22;MASCULINO;CONTRIBUTIVO;105
2015;Rafael Uribe Uribe;22;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;22;MASCULINO;NO ASEGURADO;11
2015;Rafael Uribe Uribe;22;MASCULINO;SUBSIDIADO;42
2015;Rafael Uribe Uribe;23;FEMENINO;CONTRIBUTIVO;101
2015;Rafael Uribe Uribe;23;FEMENINO;EXCEPCION;8
2015;Rafael Uribe Uribe;23;FEMENINO;NO ASEGURADO;7
2015;Rafael Uribe Uribe;23;FEMENINO;SUBSIDIADO;39
2015;Rafael Uribe Uribe;23;MASCULINO;CONTRIBUTIVO;105
2015;Rafael Uribe Uribe;23;MASCULINO;EXCEPCION;1
2015;Rafael Uribe Uribe;23;MASCULINO;NO ASEGURADO;5
2015;Rafael Uribe Uribe;23;MASCULINO;SUBSIDIADO;40
2015;Rafael Uribe Uribe;24;FEMENINO;CONTRIBUTIVO;101
2015;Rafael Uribe Uribe;24;FEMENINO;EXCEPCION;3
2015;Rafael Uribe Uribe;24;FEMENINO;NO ASEGURADO;8
2015;Rafael Uribe Uribe;24;FEMENINO;SUBSIDIADO;36
2015;Rafael Uribe Uribe;24;MASCULINO;CONTRIBUTIVO;108
2015;Rafael Uribe Uribe;24;MASCULINO;EXCEPCION;7
2015;Rafael Uribe Uribe;24;MASCULINO;NO ASEGURADO;11
2015;Rafael Uribe Uribe;24;MASCULINO;SUBSIDIADO;35
2015;Rafael Uribe Uribe;25;FEMENINO;CONTRIBUTIVO;106
2015;Rafael Uribe Uribe;25;FEMENINO;EXCEPCION;5
2015;Rafael Uribe Uribe;25;FEMENINO;NO ASEGURADO;7
2015;Rafael Uribe Uribe;25;FEMENINO;SUBSIDIADO;32
2015;Rafael Uribe Uribe;25;MASCULINO;CONTRIBUTIVO;98
2015;Rafael Uribe Uribe;25;MASCULINO;EXCEPCION;5
2015;Rafael Uribe Uribe;25;MASCULINO;NO ASEGURADO;8
2015;Rafael Uribe Uribe;25;MASCULINO;SUBSIDIADO;36
2015;Rafael Uribe Uribe;26;FEMENINO;CONTRIBUTIVO;100
2015;Rafael Uribe Uribe;26;FEMENINO;EXCEPCION;1
2015;Rafael Uribe Uribe;26;FEMENINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;26;FEMENINO;SUBSIDIADO;30
2015;Rafael Uribe Uribe;26;MASCULINO;CONTRIBUTIVO;118
2015;Rafael Uribe Uribe;26;MASCULINO;EXCEPCION;6
2015;Rafael Uribe Uribe;26;MASCULINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;26;MASCULINO;SUBSIDIADO;31
2015;Rafael Uribe Uribe;27;FEMENINO;CONTRIBUTIVO;93
2015;Rafael Uribe Uribe;27;FEMENINO;EXCEPCION;4
2015;Rafael Uribe Uribe;27;FEMENINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;27;FEMENINO;SUBSIDIADO;31
2015;Rafael Uribe Uribe;27;MASCULINO;CONTRIBUTIVO;105
2015;Rafael Uribe Uribe;27;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;27;MASCULINO;NO ASEGURADO;6
2015;Rafael Uribe Uribe;27;MASCULINO;SUBSIDIADO;27
2015;Rafael Uribe Uribe;28;FEMENINO;CONTRIBUTIVO;96
2015;Rafael Uribe Uribe;28;FEMENINO;EXCEPCION;4
2015;Rafael Uribe Uribe;28;FEMENINO;NO ASEGURADO;3
2015;Rafael Uribe Uribe;28;FEMENINO;SUBSIDIADO;16
2015;Rafael Uribe Uribe;28;MASCULINO;CONTRIBUTIVO;70
2015;Rafael Uribe Uribe;28;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;28;MASCULINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;28;MASCULINO;SUBSIDIADO;21
2015;Rafael Uribe Uribe;29;FEMENINO;CONTRIBUTIVO;95
2015;Rafael Uribe Uribe;29;FEMENINO;EXCEPCION;5
2015;Rafael Uribe Uribe;29;FEMENINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;29;FEMENINO;SUBSIDIADO;21
2015;Rafael Uribe Uribe;29;MASCULINO;CONTRIBUTIVO;85
2015;Rafael Uribe Uribe;29;MASCULINO;EXCEPCION;4
2015;Rafael Uribe Uribe;29;MASCULINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;29;MASCULINO;SUBSIDIADO;22
2015;Rafael Uribe Uribe;30;FEMENINO;CONTRIBUTIVO;70
2015;Rafael Uribe Uribe;30;FEMENINO;EXCEPCION;4
2015;Rafael Uribe Uribe;30;FEMENINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;30;FEMENINO;SUBSIDIADO;16
2015;Rafael Uribe Uribe;30;MASCULINO;CONTRIBUTIVO;92
2015;Rafael Uribe Uribe;30;MASCULINO;EXCEPCION;7
2015;Rafael Uribe Uribe;30;MASCULINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;30;MASCULINO;SUBSIDIADO;17
2015;Rafael Uribe Uribe;31;FEMENINO;CONTRIBUTIVO;69
2015;Rafael Uribe Uribe;31;FEMENINO;EXCEPCION;7
2015;Rafael Uribe Uribe;31;FEMENINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;31;FEMENINO;SUBSIDIADO;17
2015;Rafael Uribe Uribe;31;MASCULINO;CONTRIBUTIVO;85
2015;Rafael Uribe Uribe;31;MASCULINO;EXCEPCION;7
2015;Rafael Uribe Uribe;31;MASCULINO;NO ASEGURADO;3
2015;Rafael Uribe Uribe;31;MASCULINO;SUBSIDIADO;22
2015;Rafael Uribe Uribe;32;FEMENINO;CONTRIBUTIVO;70
2015;Rafael Uribe Uribe;32;FEMENINO;EXCEPCION;8
2015;Rafael Uribe Uribe;32;FEMENINO;NO ASEGURADO;3
2015;Rafael Uribe Uribe;32;FEMENINO;SUBSIDIADO;18
2015;Rafael Uribe Uribe;32;MASCULINO;CONTRIBUTIVO;63
2015;Rafael Uribe Uribe;32;MASCULINO;EXCEPCION;4
2015;Rafael Uribe Uribe;32;MASCULINO;NO ASEGURADO;7
2015;Rafael Uribe Uribe;32;MASCULINO;SUBSIDIADO;18
2015;Rafael Uribe Uribe;33;FEMENINO;CONTRIBUTIVO;55
2015;Rafael Uribe Uribe;33;FEMENINO;EXCEPCION;4
2015;Rafael Uribe Uribe;33;FEMENINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;33;FEMENINO;SUBSIDIADO;9
2015;Rafael Uribe Uribe;33;MASCULINO;CONTRIBUTIVO;56
2015;Rafael Uribe Uribe;33;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;33;MASCULINO;NO ASEGURADO;5
2015;Rafael Uribe Uribe;33;MASCULINO;SUBSIDIADO;10
2015;Rafael Uribe Uribe;34;FEMENINO;CONTRIBUTIVO;48
2015;Rafael Uribe Uribe;34;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;34;FEMENINO;NO ASEGURADO;2
2015;Rafael Uribe Uribe;34;FEMENINO;SUBSIDIADO;14
2015;Rafael Uribe Uribe;34;MASCULINO;CONTRIBUTIVO;42
2015;Rafael Uribe Uribe;34;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;34;MASCULINO;NO ASEGURADO;3
2015;Rafael Uribe Uribe;34;MASCULINO;SUBSIDIADO;13
2015;Rafael Uribe Uribe;35;FEMENINO;CONTRIBUTIVO;51
2015;Rafael Uribe Uribe;35;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;35;FEMENINO;SUBSIDIADO;9
2015;Rafael Uribe Uribe;35;MASCULINO;CONTRIBUTIVO;45
2015;Rafael Uribe Uribe;35;MASCULINO;EXCEPCION;1
2015;Rafael Uribe Uribe;35;MASCULINO;NO ASEGURADO;4
2015;Rafael Uribe Uribe;35;MASCULINO;SUBSIDIADO;8
2015;Rafael Uribe Uribe;36;FEMENINO;CONTRIBUTIVO;34
2015;Rafael Uribe Uribe;36;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;36;FEMENINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;36;FEMENINO;SUBSIDIADO;9
2015;Rafael Uribe Uribe;36;MASCULINO;CONTRIBUTIVO;36
2015;Rafael Uribe Uribe;36;MASCULINO;EXCEPCION;3
2015;Rafael Uribe Uribe;36;MASCULINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;36;MASCULINO;SUBSIDIADO;16
2015;Rafael Uribe Uribe;37;FEMENINO;CONTRIBUTIVO;32
2015;Rafael Uribe Uribe;37;FEMENINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;37;FEMENINO;SUBSIDIADO;7
2015;Rafael Uribe Uribe;37;MASCULINO;CONTRIBUTIVO;28
2015;Rafael Uribe Uribe;37;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;37;MASCULINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;37;MASCULINO;SUBSIDIADO;12
2015;Rafael Uribe Uribe;38;FEMENINO;CONTRIBUTIVO;23
2015;Rafael Uribe Uribe;38;FEMENINO;SUBSIDIADO;6
2015;Rafael Uribe Uribe;38;MASCULINO;CONTRIBUTIVO;10
2015;Rafael Uribe Uribe;38;MASCULINO;EXCEPCION;1
2015;Rafael Uribe Uribe;38;MASCULINO;SUBSIDIADO;7
2015;Rafael Uribe Uribe;39;FEMENINO;CONTRIBUTIVO;18
2015;Rafael Uribe Uribe;39;FEMENINO;EXCEPCION;1
2015;Rafael Uribe Uribe;39;FEMENINO;SUBSIDIADO;3
2015;Rafael Uribe Uribe;39;MASCULINO;CONTRIBUTIVO;18
2015;Rafael Uribe Uribe;39;MASCULINO;SUBSIDIADO;2
2015;Rafael Uribe Uribe;40;FEMENINO;CONTRIBUTIVO;20
2015;Rafael Uribe Uribe;40;FEMENINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;40;FEMENINO;SUBSIDIADO;3
2015;Rafael Uribe Uribe;40;MASCULINO;CONTRIBUTIVO;7
2015;Rafael Uribe Uribe;40;MASCULINO;EXCEPCION;1
2015;Rafael Uribe Uribe;40;MASCULINO;SUBSIDIADO;4
2015;Rafael Uribe Uribe;41;FEMENINO;CONTRIBUTIVO;6
2015;Rafael Uribe Uribe;41;FEMENINO;EXCEPCION;2
2015;Rafael Uribe Uribe;41;FEMENINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;41;FEMENINO;SUBSIDIADO;2
2015;Rafael Uribe Uribe;41;MASCULINO;CONTRIBUTIVO;14
2015;Rafael Uribe Uribe;41;MASCULINO;EXCEPCION;2
2015;Rafael Uribe Uribe;41;MASCULINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;41;MASCULINO;SUBSIDIADO;7
2015;Rafael Uribe Uribe;42;FEMENINO;CONTRIBUTIVO;9
2015;Rafael Uribe Uribe;42;FEMENINO;EXCEPCION;1
2015;Rafael Uribe Uribe;42;FEMENINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;42;MASCULINO;CONTRIBUTIVO;3
2015;Rafael Uribe Uribe;42;MASCULINO;SUBSIDIADO;3
2015;Rafael Uribe Uribe;43;FEMENINO;CONTRIBUTIVO;4
2015;Rafael Uribe Uribe;43;FEMENINO;SUBSIDIADO;4
2015;Rafael Uribe Uribe;43;MASCULINO;CONTRIBUTIVO;2
2015;Rafael Uribe Uribe;43;MASCULINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;44;FEMENINO;CONTRIBUTIVO;2
2015;Rafael Uribe Uribe;44;FEMENINO;NO ASEGURADO;1
2015;Rafael Uribe Uribe;44;FEMENINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;44;MASCULINO;CONTRIBUTIVO;3
2015;Rafael Uribe Uribe;44;MASCULINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;45;MASCULINO;CONTRIBUTIVO;1
2015;Rafael Uribe Uribe;46;FEMENINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;47;MASCULINO;CONTRIBUTIVO;1
2015;Rafael Uribe Uribe;48;MASCULINO;CONTRIBUTIVO;1
2015;Rafael Uribe Uribe;48;MASCULINO;SUBSIDIADO;1
2015;Rafael Uribe Uribe;50;MASCULINO;CONTRIBUTIVO;1
2015;San Cristóbal;10;FEMENINO;SUBSIDIADO;1
2015;San Cristóbal;11;MASCULINO;SUBSIDIADO;1
2015;San Cristóbal;13;FEMENINO;CONTRIBUTIVO;2
2015;San Cristóbal;13;FEMENINO;SUBSIDIADO;1
2015;San Cristóbal;13;MASCULINO;CONTRIBUTIVO;1
2015;San Cristóbal;13;MASCULINO;NO ASEGURADO;1
2015;San Cristóbal;14;FEMENINO;CONTRIBUTIVO;3
2015;San Cristóbal;14;FEMENINO;EXCEPCION;1
2015;San Cristóbal;14;FEMENINO;SUBSIDIADO;2
2015;San Cristóbal;14;MASCULINO;CONTRIBUTIVO;10
2015;San Cristóbal;14;MASCULINO;SUBSIDIADO;7
2015;San Cristóbal;15;FEMENINO;CONTRIBUTIVO;10
2015;San Cristóbal;15;FEMENINO;EXCEPCION;1
2015;San Cristóbal;15;FEMENINO;NO ASEGURADO;1
2015;San Cristóbal;15;FEMENINO;SUBSIDIADO;20
2015;San Cristóbal;15;MASCULINO;CONTRIBUTIVO;19
2015;San Cristóbal;15;MASCULINO;NO ASEGURADO;1
2015;San Cristóbal;15;MASCULINO;SUBSIDIADO;20
2015;San Cristóbal;16;FEMENINO;CONTRIBUTIVO;40
2015;San Cristóbal;16;FEMENINO;EXCEPCION;1
2015;San Cristóbal;16;FEMENINO;NO ASEGURADO;2
2015;San Cristóbal;16;FEMENINO;SUBSIDIADO;31
2015;San Cristóbal;16;MASCULINO;CONTRIBUTIVO;33
2015;San Cristóbal;16;MASCULINO;EXCEPCION;2
2015;San Cristóbal;16;MASCULINO;NO ASEGURADO;5
2015;San Cristóbal;16;MASCULINO;SUBSIDIADO;34
2015;San Cristóbal;17;FEMENINO;CONTRIBUTIVO;65
2015;San Cristóbal;17;FEMENINO;EXCEPCION;2
2015;San Cristóbal;17;FEMENINO;NO ASEGURADO;1
2015;San Cristóbal;17;FEMENINO;SUBSIDIADO;53
2015;San Cristóbal;17;MASCULINO;CONTRIBUTIVO;54
2015;San Cristóbal;17;MASCULINO;EXCEPCION;1
2015;San Cristóbal;17;MASCULINO;NO ASEGURADO;6
2015;San Cristóbal;17;MASCULINO;SUBSIDIADO;69
2015;San Cristóbal;18;FEMENINO;CONTRIBUTIVO;70
2015;San Cristóbal;18;FEMENINO;ESPECIAL;1
2015;San Cristóbal;18;FEMENINO;EXCEPCION;1
2015;San Cristóbal;18;FEMENINO;NO ASEGURADO;9
2015;San Cristóbal;18;FEMENINO;SUBSIDIADO;66
2015;San Cristóbal;18;MASCULINO;CONTRIBUTIVO;89
2015;San Cristóbal;18;MASCULINO;EXCEPCION;2
2015;San Cristóbal;18;MASCULINO;NO ASEGURADO;6
2015;San Cristóbal;18;MASCULINO;SUBSIDIADO;80
2015;San Cristóbal;19;FEMENINO;CONTRIBUTIVO;102
2015;San Cristóbal;19;FEMENINO;EXCEPCION;1
2015;San Cristóbal;19;FEMENINO;NO ASEGURADO;12
2015;San Cristóbal;19;FEMENINO;SUBSIDIADO;81
2015;San Cristóbal;19;MASCULINO;CONTRIBUTIVO;105
2015;San Cristóbal;19;MASCULINO;EXCEPCION;2
2015;San Cristóbal;19;MASCULINO;NO ASEGURADO;12
2015;San Cristóbal;19;MASCULINO;SUBSIDIADO;109
2015;San Cristóbal;20;FEMENINO;CONTRIBUTIVO;116
2015;San Cristóbal;20;FEMENINO;EXCEPCION;2
2015;San Cristóbal;20;FEMENINO;NO ASEGURADO;12
2015;San Cristóbal;20;FEMENINO;SUBSIDIADO;102
2015;San Cristóbal;20;MASCULINO;CONTRIBUTIVO;99
2015;San Cristóbal;20;MASCULINO;ESPECIAL;1
2015;San Cristóbal;20;MASCULINO;EXCEPCION;2
2015;San Cristóbal;20;MASCULINO;NO ASEGURADO;6
2015;San Cristóbal;20;MASCULINO;SUBSIDIADO;86
2015;San Cristóbal;21;FEMENINO;CONTRIBUTIVO;111
2015;San Cristóbal;21;FEMENINO;EXCEPCION;2
2015;San Cristóbal;21;FEMENINO;NO ASEGURADO;10
2015;San Cristóbal;21;FEMENINO;SUBSIDIADO;67
2015;San Cristóbal;21;MASCULINO;CONTRIBUTIVO;114
2015;San Cristóbal;21;MASCULINO;EXCEPCION;6
2015;San Cristóbal;21;MASCULINO;NO ASEGURADO;2
2015;San Cristóbal;21;MASCULINO;SUBSIDIADO;67
2015;San Cristóbal;22;FEMENINO;CONTRIBUTIVO;108
2015;San Cristóbal;22;FEMENINO;EXCEPCION;2
2015;San Cristóbal;22;FEMENINO;NO ASEGURADO;7
2015;San Cristóbal;22;FEMENINO;SUBSIDIADO;69
2015;San Cristóbal;22;MASCULINO;CONTRIBUTIVO;133
2015;San Cristóbal;22;MASCULINO;EXCEPCION;5
2015;San Cristóbal;22;MASCULINO;NO ASEGURADO;17
2015;San Cristóbal;22;MASCULINO;SUBSIDIADO;65
2015;San Cristóbal;23;FEMENINO;CONTRIBUTIVO;124
2015;San Cristóbal;23;FEMENINO;EXCEPCION;4
2015;San Cristóbal;23;FEMENINO;NO ASEGURADO;1
2015;San Cristóbal;23;FEMENINO;SUBSIDIADO;53
2015;San Cristóbal;23;MASCULINO;CONTRIBUTIVO;136
2015;San Cristóbal;23;MASCULINO;EXCEPCION;4
2015;San Cristóbal;23;MASCULINO;NO ASEGURADO;8
2015;San Cristóbal;23;MASCULINO;SUBSIDIADO;65
2015;San Cristóbal;24;FEMENINO;CONTRIBUTIVO;90
2015;San Cristóbal;24;FEMENINO;EXCEPCION;4
2015;San Cristóbal;24;FEMENINO;NO ASEGURADO;11
2015;San Cristóbal;24;FEMENINO;SUBSIDIADO;44
2015;San Cristóbal;24;MASCULINO;CONTRIBUTIVO;133
2015;San Cristóbal;24;MASCULINO;EXCEPCION;8
2015;San Cristóbal;24;MASCULINO;NO ASEGURADO;8
2015;San Cristóbal;24;MASCULINO;SUBSIDIADO;43
2015;San Cristóbal;25;FEMENINO;CONTRIBUTIVO;116
2015;San Cristóbal;25;FEMENINO;EXCEPCION;5
2015;San Cristóbal;25;FEMENINO;NO ASEGURADO;7
2015;San Cristóbal;25;FEMENINO;SUBSIDIADO;46
2015;San Cristóbal;25;MASCULINO;CONTRIBUTIVO;113
2015;San Cristóbal;25;MASCULINO;EXCEPCION;4
2015;San Cristóbal;25;MASCULINO;NO ASEGURADO;10
2015;San Cristóbal;25;MASCULINO;SUBSIDIADO;47
2015;San Cristóbal;26;FEMENINO;CONTRIBUTIVO;98
2015;San Cristóbal;26;FEMENINO;EXCEPCION;6
2015;San Cristóbal;26;FEMENINO;NO ASEGURADO;4
2015;San Cristóbal;26;FEMENINO;SUBSIDIADO;30
2015;San Cristóbal;26;MASCULINO;CONTRIBUTIVO;117
2015;San Cristóbal;26;MASCULINO;EXCEPCION;5
2015;San Cristóbal;26;MASCULINO;NO ASEGURADO;9
2015;San Cristóbal;26;MASCULINO;SUBSIDIADO;38
2015;San Cristóbal;27;FEMENINO;CONTRIBUTIVO;107
2015;San Cristóbal;27;FEMENINO;EXCEPCION;5
2015;San Cristóbal;27;FEMENINO;NO ASEGURADO;3
2015;San Cristóbal;27;FEMENINO;SUBSIDIADO;29
2015;San Cristóbal;27;MASCULINO;CONTRIBUTIVO;92
2015;San Cristóbal;27;MASCULINO;EXCEPCION;2
2015;San Cristóbal;27;MASCULINO;NO ASEGURADO;5
2015;San Cristóbal;27;MASCULINO;SUBSIDIADO;34
2015;San Cristóbal;28;FEMENINO;CONTRIBUTIVO;103
2015;San Cristóbal;28;FEMENINO;EXCEPCION;6
2015;San Cristóbal;28;FEMENINO;NO ASEGURADO;7
2015;San Cristóbal;28;FEMENINO;SUBSIDIADO;28
2015;San Cristóbal;28;MASCULINO;CONTRIBUTIVO;89
2015;San Cristóbal;28;MASCULINO;EXCEPCION;3
2015;San Cristóbal;28;MASCULINO;NO ASEGURADO;3
2015;San Cristóbal;28;MASCULINO;SUBSIDIADO;24
2015;San Cristóbal;29;FEMENINO;CONTRIBUTIVO;79
2015;San Cristóbal;29;FEMENINO;NO ASEGURADO;3
2015;San Cristóbal;29;FEMENINO;SUBSIDIADO;32
2015;San Cristóbal;29;MASCULINO;CONTRIBUTIVO;78
2015;San Cristóbal;29;MASCULINO;EXCEPCION;3
2015;San Cristóbal;29;MASCULINO;NO ASEGURADO;4
2015;San Cristóbal;29;MASCULINO;SUBSIDIADO;26
2015;San Cristóbal;30;FEMENINO;CONTRIBUTIVO;86
2015;San Cristóbal;30;FEMENINO;EXCEPCION;2
2015;San Cristóbal;30;FEMENINO;NO ASEGURADO;4
2015;San Cristóbal;30;FEMENINO;SUBSIDIADO;24
